0.600 -3.43449504926850E-0001 -3.43314169640830E+0000  8.58233977608540E-0001
0.673  5.15997447284410E+0000 -2.10766285409590E-0001  2.43881197125052E+0000
1.327  9.54424212114220E-0001  3.25256282166000E+0000  3.76445018304600E+0000
1.422  4.74876133064750E+0000  4.04274814977190E-0001  4.41516443993500E-0001
0.764  5.40392897533980E+0000 -1.58109435196690E-0001 -1.56673587811397E+0000
1.367 -1.75520871247500E+0000  2.90034726714448E+0000  3.71008757479390E+0000
1.598  8.05153600231670E-0001 -2.46896911089746E+0000 -7.48716058712480E-0001
0.916  2.71706050081704E+0000 -3.91666923422676E+0000  2.67961561487894E+0000
1.518 -1.27381031858610E+0000 -1.69140973883922E+0000  1.62421336162498E+0000
1.463  2.43458662282820E-0001  8.69691696742958E-0003 -2.45616839369892E+0000
1.513  7.14311969503470E-0001  6.81273175176980E-0001  2.31424894814912E+0000
0.780 -2.91733235974475E+0000 -4.14738434852597E+0000 -2.40636973887827E+0000
0.567  5.26124297778790E+0000  2.05149959419853E+0000  1.43153456289429E+0000
0.829 -3.26092427855357E+0000 -4.42523373235847E+0000 -8.59234195251840E-0001
0.600  1.35620467976063E+0000  5.25209132130420E+0000 -2.03259890289875E+0000
0.673 -4.47213565158421E+0000 -2.60355549429867E+0000  2.43645474134243E+0000
1.327 -3.67978312240247E+0000  1.23201179769762E+0000 -3.25615096730988E+0000
1.422  2.38904295223668E+0000  3.57579336483250E+0000 -2.49276890735452E+0000
0.764 -5.64992969964200E-0001  2.53512912445539E+0000  1.98058904484387E+0000
1.367 -6.99114453951150E-0001  2.61666282405966E+0000 -1.44623145704030E-0001
1.598  2.40846953012124E+0000 -2.20664357642388E+0000 -3.50984529541648E+0000
0.916  1.26150158844503E+0000 -4.39424412357943E+0000 -3.00204876078286E+0000
1.080 -2.95697993343762E+0000 -2.65982193471265E+0000 -3.52225058215799E+0000
1.480  3.33123597055860E+0000  1.15367365264003E-0002  3.61070884221110E+0000
1.104  3.56062135669570E+0000  3.90058524040270E+0000 -2.78588977832990E-0001
1.348 -1.29417493573163E+0000 -4.87567731946738E+0000 -4.17204430252198E-0002
1.266 -8.87588690759470E-0001 -4.34678145023469E+0000 -2.56916091293508E+0000
1.495  4.31276377147130E+0000 -2.06830650625581E+0000 -1.05332676597366E+0000
1.141  7.67419335884630E-0001 -3.73959347725184E+0000  3.60648244059290E+0000
1.316 -4.81381548278719E+0000  1.35626999566352E+0000 -8.72040663711850E-0001
0.619  2.90393998072741E+0000 -5.99276784647920E-0001 -4.95413481060933E+0000
1.360 -2.98115802806787E+0000  3.78797648039520E+0000  1.37527088558247E+0000
0.532  2.78676790622807E+0000  5.00665378782710E+0000 -1.21560964068960E+0000
0.698  4.99439302411680E+0000  1.15946399531731E+0000  2.45627698123781E+0000
1.431 -2.23248590823968E+0000  4.21750309454590E-0001 -9.69108244840250E-0001
1.241  4.42293196101780E+0000  2.13388168061770E+0000 -1.55694968632002E+0000
1.247  1.08318421345195E+0000 -1.97322053919810E-0001 -5.02651514185711E+0000
0.903  2.32680803580983E+0000 -6.53586534862240E-0001 -1.55118539562355E+0000
0.936 -3.39997740397408E+0000 -8.10064927980840E-0001 -4.19039032386659E+0000
1.426 -3.68530600875200E-0001  4.28763678917000E+0000 -2.47958196322847E+0000
1.147 -1.34295061580353E+0000  5.06569831203990E+0000 -2.28924844742520E-0001
0.746 -3.77339181891027E+0000  2.84983499241140E+0000  3.08626301176920E+0000
0.779  2.83678939918008E+0000  2.07885218273290E+0000  4.37543964333020E+0000
1.350 -2.06248653570016E+0000  1.06393611014345E+0000  1.73138451449569E+0000
1.191  1.25680472274551E+0000  1.04544025958370E+0000  4.93812066916680E+0000
0.912 -1.08267916898625E+0000  1.97251558089995E+0000 -2.29678386316970E+0000
0.939 -2.04395919430763E+0000 -9.37084580018040E-0001 -2.90170534377433E+0000
0.780  4.90038918438790E+0000  2.71796228161158E+0000  3.17971379905270E-0001
0.567  9.48776039162350E-0001  3.09836093004490E+0000 -1.03500689785493E+0000
0.829  6.24941552362610E-0001  2.23816023049129E+0000 -2.08572250539072E+0000
0.600  9.74091311744810E-0001 -3.69091725248360E+0000 -4.33906746614126E+0000
0.673  2.94204705892248E+0000  4.75307330394860E+0000  1.16739431904552E+0000
1.327 -3.34355164448454E+0000 -3.62980266126272E+0000  1.14296465689950E+0000
1.422 -1.48550350494000E+0000  4.60070174861430E-0001 -4.72115834225553E+0000
0.764 -3.16477028798193E+0000  2.02506426288336E+0000  2.04884034940870E-0001
1.367  1.14349740235324E+0000 -1.49486664934409E+0000  4.65996878636960E+0000
1.598  3.32477657243620E+0000  2.71405679306912E+0000  2.13746853594349E+0000
0.916  1.73919306062438E+0000  4.68776333734930E+0000  2.22388731976703E+0000
 6.39268640479746E+0000
